"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 29 11:24:12 IST 2022","Mon Aug 29 11:24:34 IST 2022","21878","Suite","Test","Attendance.AttendanceLandingPageCheck","Attendance.AttendanceLandingPageCheck","studentLanding","studentLanding","Examine whether or not the student can successfully get inside the Attendance module."
"passed","Mon Aug 29 11:55:11 IST 2022","Mon Aug 29 11:55:40 IST 2022","28471","Suite","Test","Doubts.DoubtsLandingPageCheck","Doubts.DoubtsLandingPageCheck","teacherLanding","teacherLanding","Examine whether or not the teacher can successfully get inside the Doubts module."
"passed","Mon Aug 29 15:39:07 IST 2022","Mon Aug 29 15:40:04 IST 2022","56719","Suite","Test","Library.AudioCheck","Library.AudioCheck","teacherVideocheck","teacherVideocheck","Examine whether or not the audio can successfully played properly."
"passed","Mon Aug 29 13:50:05 IST 2022","Mon Aug 29 13:51:32 IST 2022","86272","Suite","Test","Library.LessonTopicsVerify","Library.LessonTopicsVerify","StudentLessonTopicCheck","StudentLessonTopicCheck","Whichever option is selected, the lesson name should be clearly visible."
"passed","Mon Aug 29 11:51:41 IST 2022","Mon Aug 29 11:52:11 IST 2022","30806","Suite","Test","Doubts.DoubtsLandingPageCheck","Doubts.DoubtsLandingPageCheck","studentLanding","studentLanding","Examine whether or not the student can successfully get inside the Doubts module."
"passed","Mon Aug 29 11:42:29 IST 2022","Mon Aug 29 11:43:11 IST 2022","41570","Suite","Test","Attendance.AttendancePercentageCheck","Attendance.AttendancePercentageCheck","studentPercentageCheck","studentPercentageCheck","Examine whether or not the student can successfully the attendance percentage calculated monthly."
"broken","Mon Aug 29 16:39:55 IST 2022","Mon Aug 29 16:40:18 IST 2022","22931","Suite","Test","Doubts.DoubtsNewDoubtCheck","Doubts.DoubtsNewDoubtCheck","teacherViewNewDoubt","teacherViewNewDoubt","Examine whether or not the teacher can successfully view the doubt asked by the students."
"passed","Mon Aug 29 15:43:02 IST 2022","Mon Aug 29 15:43:15 IST 2022","12395","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","StudentLoginPageCorrectCredentials","StudentLoginPageCorrectCredentials","Examin Student Login with correct details"
"broken","Mon Aug 29 12:19:20 IST 2022","Mon Aug 29 12:20:18 IST 2022","57523","Suite","Test","Doubts.DoubtsFilterFunctionality","Doubts.DoubtsFilterFunctionality","teacherFilterFunctionalityCheck","teacherFilterFunctionalityCheck","Examine whether or not the teacher can successfully filter the content by applying specific filters."
"passed","Mon Aug 29 13:16:23 IST 2022","Mon Aug 29 13:16:48 IST 2022","25501","Suite","Test","Library.LibLandingPageCheck","Library.LibLandingPageCheck","teacherLanding","teacherLanding","Examine whether or not the teacher can successfully get inside the library module."
"passed","Mon Aug 29 11:43:14 IST 2022","Mon Aug 29 11:43:56 IST 2022","41572","Suite","Test","Attendance.AttendancePercentageCheck","Attendance.AttendancePercentageCheck","studentPercentageCheck","studentPercentageCheck","Examine whether or not the student can successfully the attendance percentage calculated monthly."
"passed","Mon Aug 29 11:47:55 IST 2022","Mon Aug 29 11:48:25 IST 2022","30660","Suite","Test","Attendance.AttendancePaginationCheck","Attendance.AttendancePaginationCheck","teacherPaginationCheck","teacherPaginationCheck","Examine whether or not the teacher can navigate to next pages through pagination."
"passed","Mon Aug 29 13:19:36 IST 2022","Mon Aug 29 13:20:07 IST 2022","30616","Suite","Test","Library.GradeCheck","Library.GradeCheck","CheckStudentBookGrade","CheckStudentBookGrade","To see if a student in a specific grade has the correct grade book"
"passed","Mon Aug 29 15:18:36 IST 2022","Mon Aug 29 15:19:11 IST 2022","34686","Suite","Test","Library.SearchCheck","Library.SearchCheck","TeacherSearchCheck","TeacherSearchCheck","Searched content should be displayed on screen."
"passed","Mon Aug 29 12:45:56 IST 2022","Mon Aug 29 12:47:24 IST 2022","87905","Suite","Test","Publish.PublishSubjectLessonCategoryFilters_Teacher","Publish.PublishSubjectLessonCategoryFilters_Teacher","teacherBookFilter","teacherBookFilter","Examine whether or not the teacher can successfully filter the content according to book."
"passed","Mon Aug 29 15:32:40 IST 2022","Mon Aug 29 15:33:37 IST 2022","56729","Suite","Test","Library.AudioCheck","Library.AudioCheck","StudentAudioCheck","StudentAudioCheck","To check if the audio player is displayed or not."
"broken","Mon Aug 29 11:50:12 IST 2022","Mon Aug 29 11:51:05 IST 2022","52568","Suite","Test","Doubts.DoubtsLandingPageCheck","Doubts.DoubtsLandingPageCheck","studentLanding","studentLanding","Examine whether or not the student can successfully get inside the Doubts module."
"passed","Mon Aug 29 15:37:07 IST 2022","Mon Aug 29 15:38:04 IST 2022","56742","Suite","Test","Library.AudioCheck","Library.AudioCheck","teacherVideocheck","teacherVideocheck","Examine whether or not the audio can successfully played properly."
"passed","Mon Aug 29 11:41:43 IST 2022","Mon Aug 29 11:42:25 IST 2022","41582","Suite","Test","Attendance.AttendancePercentageCheck","Attendance.AttendancePercentageCheck","studentPercentageCheck","studentPercentageCheck","Examine whether or not the student can successfully the attendance percentage calculated monthly."
"passed","Mon Aug 29 12:32:29 IST 2022","Mon Aug 29 12:33:10 IST 2022","41695","Suite","Test","Publish.PublishViewsandLikes_Student","Publish.PublishViewsandLikes_Student","studentPublishViewsandLikes","studentPublishViewsandLikes","Examine whether or not the student can successfully view and like the published content."
"passed","Mon Aug 29 13:00:51 IST 2022","Mon Aug 29 13:01:09 IST 2022","18697","Suite","Test","Notebook.GradeCheck","Notebook.GradeCheck","CheckTeacherBookGrade","CheckTeacherBookGrade","To see if a teacher of a specific grade has the correct grade book"
"passed","Mon Aug 29 11:40:09 IST 2022","Mon Aug 29 11:40:49 IST 2022","40008","Suite","Test","Attendance.AttendanceMarkHolidayCheck","Attendance.AttendanceMarkHolidayCheck","teacherMarkHolidayCheck","teacherMarkHolidayCheck","Examine whether or not the teacher can mark a day as holiday or mark attendance for any particular day."
"passed","Mon Aug 29 12:59:45 IST 2022","Mon Aug 29 13:00:04 IST 2022","18706","Suite","Test","Notebook.GradeCheck","Notebook.GradeCheck","CheckTeacherBookGrade","CheckTeacherBookGrade","To see if a teacher of a specific grade has the correct grade book"
"broken","Mon Aug 29 11:26:08 IST 2022","Mon Aug 29 11:26:47 IST 2022","39274","Suite","Test","Attendance.AttendanceLandingPageCheck","Attendance.AttendanceLandingPageCheck","teacherLanding","teacherLanding","Examine whether or not the teacher can successfully get inside the Attendance module."
"passed","Mon Aug 29 12:26:55 IST 2022","Mon Aug 29 12:27:17 IST 2022","22373","Suite","Test","Publish.PublishLandingPage","Publish.PublishLandingPage","studentLanding","studentLanding","Examine whether or not the student can successfully get inside the publish module."
"passed","Mon Aug 29 15:44:27 IST 2022","Mon Aug 29 15:44:27 IST 2022","116","Suite","Test","loginFunctionality.UserSignInFunctionality","loginFunctionality.UserSignInFunctionality","IncorrectStudentMobileNoCheck","IncorrectStudentMobileNoCheck","Examin Student Login with incorrect mobile number"
"passed","Mon Aug 29 13:33:00 IST 2022","Mon Aug 29 13:34:30 IST 2022","90637","Suite","Test","Library.LessonNameVerify","Library.LessonNameVerify","StudentLessonNameCheck","StudentLessonNameCheck","Whichever option is selected, the lesson name should be clearly visible."
